siteID,forecast,sd
BARC,34,9.38083151964686
CRAM,40.2,6.1400325732035
LIRO,35.333333333333336,2.516611478423583
PRLA,20.666666666666668,4.0824829046386295
PRPO,21.166666666666668,1.4719601443879746
SUGG,31.666666666666668,11.72461797529739
TOOK,20.5,5
